L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
17366,1602,76,3,3,91,0.05,0.06,N,F,1995-09-05,1995-09-18,1995-09-06,TAKE BACK RETURN,RAIL,customer compliant regarding quality
4398,898,70,5,42,20,0.04,0.06,A,O,1997-07-09,1997-08-30,1997-07-12,DELIVER IN PERSON,AIR,delayed by supplier
5921,1255,5,1,40,884,0.0,0.08,N,O,1992-04-07,1992-05-09,1992-04-25,DELIVER IN PERSON,MAIL,urgent delivery needed
17323,1467,19,4,32,218,0.02,0.06,N,O,1993-08-08,1993-09-10,1993-08-27,TAKE BACK RETURN,MAIL,check packaging carefully
7816,228,12,7,32,779,0.1,0.0,N,F,1998-07-24,1998-08-31,1998-08-05,COLLECT COD,MAIL,customer compliant regarding quality
16374,556,39,7,6,733,0.02,0.08,R,O,1997-02-03,1997-03-11,1997-02-10,TAKE BACK RETURN,SHIP,customer compliant regarding quality
8657,340,4,6,7,922,0.02,0.02,R,O,1997-08-03,1997-09-27,1997-09-01,DELIVER IN PERSON,TRUCK,regular customer request
15042,138,27,1,49,670,0.04,0.02,R,F,1995-04-07,1995-05-04,1995-04-23,DELIVER IN PERSON,TRUCK,regular customer request
18652,1789,49,7,2,868,0.0,0.08,N,F,1993-02-06,1993-02-23,1993-02-19,NONE,TRUCK,check packaging carefully
15201,1085,97,1,23,531,0.0,0.08,R,O,1992-04-25,1992-06-03,1992-05-05,TAKE BACK RETURN,REG AIR,urgent delivery needed
11633,194,81,3,7,331,0.02,0.01,N,F,1995-01-28,1995-02-27,1995-02-11,TAKE BACK RETURN,FOB,customer compliant regarding quality
7652,250,25,5,49,608,0.05,0.0,N,O,1992-06-26,1992-07-11,1992-07-24,TAKE BACK RETURN,REG AIR,urgent delivery needed
18631,1712,60,7,6,299,0.03,0.08,R,F,1993-12-20,1994-01-25,1993-12-25,DELIVER IN PERSON,TRUCK,urgent delivery needed
2873,694,52,1,8,123,0.01,0.08,A,O,1994-09-06,1994-10-16,1994-10-04,DELIVER IN PERSON,AIR,check packaging carefully
10545,1110,6,5,20,468,0.01,0.08,R,F,1992-04-05,1992-04-23,1992-04-20,DELIVER IN PERSON,FOB,customer compliant regarding quality
14261,355,53,6,9,567,0.01,0.02,N,O,1992-10-03,1992-10-25,1992-10-07,DELIVER IN PERSON,MAIL,fragile items inside
18572,1913,79,6,43,329,0.03,0.06,N,F,1993-06-01,1993-06-26,1993-06-23,DELIVER IN PERSON,FOB,regular customer request
7977,843,34,2,40,643,0.01,0.01,R,O,1995-11-23,1995-12-20,1995-12-14,COLLECT COD,SHIP,customer compliant regarding quality
5008,854,2,4,45,274,0.03,0.08,A,O,1995-05-06,1995-06-28,1995-05-19,TAKE BACK RETURN,REG AIR,customer compliant regarding quality
5806,1296,73,4,3,683,0.01,0.01,R,O,1998-05-18,1998-07-15,1998-06-06,COLLECT COD,RAIL,delayed by supplier
3867,1819,41,7,9,297,0.02,0.01,A,F,1997-07-27,1997-09-21,1997-08-16,NONE,FOB,check packaging carefully
12748,94,85,3,13,435,0.04,0.08,N,O,1997-04-29,1997-06-27,1997-05-16,TAKE BACK RETURN,AIR,check packaging carefully
6911,1806,44,7,11,311,0.02,0.06,N,O,1997-02-14,1997-02-28,1997-03-03,NONE,FOB,fragile items inside
5534,292,81,7,14,531,0.02,0.01,R,O,1993-08-18,1993-10-03,1993-09-02,COLLECT COD,RAIL,regular customer request
4811,645,21,7,22,58,0.0,0.08,A,F,1997-10-16,1997-11-18,1997-10-24,COLLECT COD,REG AIR,fragile items inside
15940,735,62,6,19,487,0.04,0.04,R,F,1992-02-10,1992-02-29,1992-02-15,COLLECT COD,AIR,urgent delivery needed
6328,1273,31,2,13,794,0.02,0.0,A,O,1992-01-17,1992-02-03,1992-01-24,COLLECT COD,SHIP,customer compliant regarding quality
11399,1632,90,4,25,600,0.05,0.02,N,F,1996-08-12,1996-09-28,1996-08-30,COLLECT COD,MAIL,delayed by supplier
6401,428,50,3,20,284,0.04,0.01,A,F,1993-01-22,1993-02-22,1993-02-01,DELIVER IN PERSON,MAIL,fragile items inside
530,1962,76,4,21,183,0.03,0.0,R,O,1996-04-28,1996-06-18,1996-05-06,COLLECT COD,TRUCK,check packaging carefully
10389,12,24,1,36,929,0.05,0.06,R,O,1996-05-12,1996-06-18,1996-05-13,TAKE BACK RETURN,TRUCK,fragile items inside
9522,1253,58,3,42,181,0.02,0.06,A,F,1997-02-26,1997-03-18,1997-03-02,TAKE BACK RETURN,REG AIR,check packaging carefully
6273,1767,39,3,9,170,0.02,0.01,N,O,1997-02-24,1997-04-16,1997-03-23,DELIVER IN PERSON,SHIP,delayed by supplier
9105,1155,71,3,35,324,0.02,0.08,N,F,1994-12-13,1995-01-11,1995-01-09,TAKE BACK RETURN,RAIL,customer compliant regarding quality
11875,591,16,1,23,331,0.05,0.02,A,O,1994-04-15,1994-04-30,1994-04-28,COLLECT COD,MAIL,fragile items inside
11030,1186,68,6,43,413,0.02,0.06,N,O,1995-10-19,1995-12-16,1995-11-09,DELIVER IN PERSON,MAIL,check packaging carefully
3348,427,98,6,8,942,0.1,0.04,A,F,1992-01-24,1992-02-25,1992-01-26,NONE,TRUCK,customer compliant regarding quality
10400,1457,49,3,27,476,0.01,0.04,R,F,1998-01-11,1998-02-26,1998-01-31,NONE,RAIL,check packaging carefully
14848,1369,19,1,17,605,0.03,0.08,R,O,1996-05-09,1996-05-23,1996-05-28,COLLECT COD,RAIL,urgent delivery needed
16319,473,35,6,5,295,0.0,0.01,N,O,1992-03-14,1992-03-28,1992-03-19,TAKE BACK RETURN,RAIL,check packaging carefully
14839,419,86,5,37,143,0.1,0.02,A,F,1992-05-01,1992-06-16,1992-05-02,TAKE BACK RETURN,AIR,check packaging carefully
19046,1641,38,7,20,227,0.0,0.0,N,F,1997-03-02,1997-04-16,1997-03-05,TAKE BACK RETURN,SHIP,fragile items inside
2994,1082,20,1,14,121,0.05,0.06,N,F,1996-08-20,1996-10-13,1996-08-29,TAKE BACK RETURN,SHIP,regular customer request
2354,1180,49,7,10,810,0.1,0.0,A,F,1993-03-23,1993-04-06,1993-04-09,TAKE BACK RETURN,MAIL,fragile items inside
13585,241,5,7,16,233,0.03,0.0,A,O,1998-01-15,1998-03-07,1998-01-21,NONE,FOB,check packaging carefully
11759,1812,19,3,12,721,0.1,0.0,N,F,1994-07-07,1994-07-17,1994-07-19,DELIVER IN PERSON,SHIP,regular customer request
18831,1653,45,1,7,220,0.0,0.08,A,O,1994-06-22,1994-07-08,1994-06-30,TAKE BACK RETURN,TRUCK,check packaging carefully
17374,730,16,6,7,438,0.0,0.08,A,O,1993-05-06,1993-06-26,1993-05-30,TAKE BACK RETURN,RAIL,regular customer request
15308,1571,9,3,29,32,0.0,0.04,A,O,1993-12-22,1994-01-31,1994-01-02,COLLECT COD,REG AIR,regular customer request
1405,1560,73,4,5,594,0.1,0.06,N,F,1996-08-06,1996-08-21,1996-08-29,TAKE BACK RETURN,REG AIR,check packaging carefully
167,281,2,7,31,302,0.01,0.04,N,F,1997-03-27,1997-04-20,1997-04-04,DELIVER IN PERSON,REG AIR,fragile items inside
5733,891,6,5,1,728,0.03,0.06,R,O,1997-12-21,1998-01-03,1998-01-12,TAKE BACK RETURN,SHIP,urgent delivery needed
180,917,38,2,11,415,0.03,0.06,A,O,1995-02-09,1995-03-14,1995-02-13,NONE,FOB,regular customer request
307,1191,6,5,14,970,0.1,0.08,N,F,1992-07-12,1992-08-15,1992-08-10,DELIVER IN PERSON,RAIL,fragile items inside
15253,374,78,5,44,204,0.1,0.02,N,F,1997-04-06,1997-05-24,1997-04-23,TAKE BACK RETURN,TRUCK,regular customer request
10645,1129,76,2,27,421,0.03,0.08,A,O,1997-02-13,1997-02-23,1997-03-04,DELIVER IN PERSON,SHIP,fragile items inside
7083,1050,16,1,32,981,0.02,0.04,R,F,1997-12-13,1998-01-12,1997-12-24,TAKE BACK RETURN,FOB,check packaging carefully
16712,355,72,7,28,318,0.01,0.01,A,O,1995-02-03,1995-03-11,1995-02-24,NONE,RAIL,regular customer request
2155,1967,96,3,35,787,0.1,0.04,A,F,1996-11-30,1997-01-04,1996-12-29,TAKE BACK RETURN,MAIL,customer compliant regarding quality
6658,1014,14,5,39,723,0.1,0.02,N,O,1993-10-01,1993-10-29,1993-10-16,COLLECT COD,RAIL,delayed by supplier
10874,1069,13,7,43,390,0.02,0.08,N,F,1996-02-12,1996-04-11,1996-03-12,COLLECT COD,FOB,customer compliant regarding quality
6230,1885,97,2,49,708,0.04,0.06,N,F,1997-01-12,1997-01-31,1997-02-08,COLLECT COD,TRUCK,fragile items inside
13726,376,58,7,43,700,0.04,0.06,A,O,1994-06-18,1994-08-16,1994-06-22,NONE,MAIL,customer compliant regarding quality
12766,679,17,4,22,463,0.02,0.02,N,O,1992-07-04,1992-07-23,1992-07-14,COLLECT COD,FOB,delayed by supplier
9014,364,50,1,15,591,0.03,0.04,A,O,1996-02-19,1996-03-30,1996-02-29,COLLECT COD,AIR,fragile items inside
17320,1273,60,6,42,982,0.1,0.02,N,O,1995-05-16,1995-07-05,1995-06-11,TAKE BACK RETURN,RAIL,customer compliant regarding quality
3051,1069,69,3,17,362,0.1,0.08,A,O,1996-07-09,1996-07-20,1996-07-29,COLLECT COD,TRUCK,customer compliant regarding quality
2672,1945,72,2,26,191,0.1,0.0,N,O,1994-12-11,1995-01-18,1994-12-22,NONE,REG AIR,customer compliant regarding quality
3426,1352,75,6,21,189,0.05,0.06,R,F,1995-01-18,1995-02-21,1995-02-16,DELIVER IN PERSON,FOB,regular customer request
3625,322,52,3,3,559,0.01,0.01,N,O,1996-07-31,1996-08-30,1996-08-15,COLLECT COD,FOB,delayed by supplier
11762,1873,62,6,15,932,0.05,0.01,N,F,1992-03-16,1992-05-13,1992-04-08,TAKE BACK RETURN,RAIL,customer compliant regarding quality
11224,944,39,3,30,235,0.1,0.06,R,F,1998-11-26,1998-12-18,1998-12-04,NONE,AIR,delayed by supplier
18850,1723,25,7,43,592,0.03,0.04,N,F,1992-09-28,1992-10-08,1992-09-30,TAKE BACK RETURN,FOB,regular customer request
12233,225,89,2,24,229,0.0,0.01,A,O,1996-09-30,1996-11-17,1996-10-23,TAKE BACK RETURN,RAIL,check packaging carefully
19337,1136,59,6,17,85,0.0,0.08,N,O,1993-03-22,1993-05-02,1993-04-13,NONE,MAIL,delayed by supplier
16928,304,92,3,9,458,0.05,0.08,R,F,1998-10-13,1998-11-21,1998-10-16,COLLECT COD,REG AIR,customer compliant regarding quality
19716,1972,68,4,5,852,0.04,0.06,A,O,1992-04-21,1992-05-26,1992-04-27,TAKE BACK RETURN,FOB,check packaging carefully
15192,701,57,4,36,340,0.01,0.08,R,F,1993-09-09,1993-10-16,1993-10-07,NONE,REG AIR,fragile items inside
8643,1350,70,1,48,269,0.1,0.04,N,O,1992-08-20,1992-09-12,1992-09-14,NONE,SHIP,customer compliant regarding quality
17168,1137,79,5,17,22,0.02,0.04,A,O,1993-04-18,1993-05-28,1993-04-30,DELIVER IN PERSON,AIR,fragile items inside
9873,1554,85,5,11,981,0.0,0.02,R,O,1995-03-20,1995-04-17,1995-04-01,COLLECT COD,TRUCK,customer compliant regarding quality
9428,1294,3,3,49,304,0.04,0.02,R,F,1992-06-21,1992-07-09,1992-06-24,TAKE BACK RETURN,FOB,delayed by supplier
2237,330,72,6,14,818,0.1,0.06,N,O,1994-11-19,1994-12-07,1994-11-29,NONE,MAIL,customer compliant regarding quality
5143,731,10,6,16,911,0.1,0.0,A,O,1993-11-08,1993-11-28,1993-11-25,TAKE BACK RETURN,FOB,regular customer request
7206,1973,51,7,15,218,0.1,0.0,N,O,1995-09-21,1995-10-19,1995-10-09,COLLECT COD,REG AIR,delayed by supplier
15635,1039,16,4,23,220,0.0,0.0,A,O,1998-09-04,1998-10-28,1998-09-27,DELIVER IN PERSON,SHIP,fragile items inside
4815,1195,77,6,22,338,0.03,0.04,R,O,1995-01-04,1995-02-14,1995-02-01,DELIVER IN PERSON,TRUCK,customer compliant regarding quality
10516,1084,9,5,6,402,0.1,0.0,N,O,1993-09-05,1993-09-21,1993-10-03,NONE,MAIL,customer compliant regarding quality
17027,502,5,6,18,984,0.03,0.02,A,F,1997-06-21,1997-08-09,1997-07-17,COLLECT COD,REG AIR,fragile items inside
18616,790,13,3,5,32,0.01,0.04,N,F,1996-01-12,1996-01-29,1996-01-17,TAKE BACK RETURN,REG AIR,delayed by supplier
7833,453,80,6,32,971,0.03,0.04,R,O,1996-10-19,1996-11-14,1996-11-06,DELIVER IN PERSON,AIR,urgent delivery needed
5423,772,44,5,4,223,0.05,0.06,N,O,1995-09-04,1995-11-01,1995-10-02,DELIVER IN PERSON,REG AIR,customer compliant regarding quality
15500,1139,36,4,47,459,0.0,0.04,R,O,1993-04-15,1993-06-09,1993-04-17,TAKE BACK RETURN,TRUCK,urgent delivery needed
14516,1883,19,4,49,31,0.0,0.08,A,F,1994-01-09,1994-01-25,1994-01-21,COLLECT COD,FOB,regular customer request
4037,1498,83,2,36,133,0.01,0.0,A,O,1995-02-20,1995-04-09,1995-03-05,DELIVER IN PERSON,SHIP,regular customer request
13217,640,79,5,5,388,0.01,0.02,R,F,1997-01-11,1997-02-17,1997-01-26,DELIVER IN PERSON,REG AIR,delayed by supplier
1036,1612,25,7,28,553,0.02,0.02,R,O,1997-07-07,1997-07-26,1997-07-31,DELIVER IN PERSON,RAIL,customer compliant regarding quality
8566,1280,69,1,23,209,0.03,0.0,A,O,1994-03-16,1994-04-01,1994-03-27,DELIVER IN PERSON,AIR,check packaging carefully
19074,1405,84,5,21,397,0.02,0.06,R,F,1994-01-12,1994-02-25,1994-01-22,COLLECT COD,SHIP,customer compliant regarding quality
5419,1714,72,2,14,807,0.02,0.0,R,F,1998-10-07,1998-10-31,1998-10-30,NONE,FOB,check packaging carefully
18115,1076,32,5,29,110,0.03,0.08,A,F,1997-03-31,1997-04-14,1997-04-01,COLLECT COD,TRUCK,regular customer request
6660,1666,16,4,17,174,0.03,0.04,N,F,1995-09-26,1995-11-08,1995-10-08,NONE,REG AIR,customer compliant regarding quality
14330,352,81,4,20,200,0.03,0.01,A,F,1997-08-07,1997-08-28,1997-08-30,COLLECT COD,MAIL,check packaging carefully
762,869,84,4,13,836,0.1,0.01,N,O,1992-01-04,1992-01-21,1992-01-14,NONE,AIR,customer compliant regarding quality
8514,1465,39,3,40,196,0.02,0.04,R,O,1993-09-17,1993-11-05,1993-10-06,TAKE BACK RETURN,TRUCK,urgent delivery needed
317,869,12,4,31,18,0.05,0.0,A,F,1994-04-15,1994-05-15,1994-04-20,NONE,RAIL,customer compliant regarding quality
3565,526,99,5,42,898,0.05,0.06,A,F,1996-01-22,1996-03-07,1996-02-04,TAKE BACK RETURN,RAIL,customer compliant regarding quality
14887,1629,86,3,26,553,0.02,0.02,R,F,1992-11-28,1992-12-18,1992-12-21,NONE,MAIL,delayed by supplier
15758,1945,45,3,19,747,0.05,0.02,A,F,1992-08-19,1992-10-12,1992-09-03,TAKE BACK RETURN,REG AIR,fragile items inside
1068,1800,46,5,36,137,0.1,0.04,N,F,1994-08-04,1994-08-14,1994-08-20,DELIVER IN PERSON,REG AIR,check packaging carefully
6761,829,53,4,22,944,0.03,0.02,A,O,1995-05-31,1995-06-10,1995-06-14,COLLECT COD,AIR,customer compliant regarding quality
7933,1710,98,5,4,419,0.0,0.02,A,O,1996-02-04,1996-03-25,1996-02-27,TAKE BACK RETURN,AIR,customer compliant regarding quality
5355,242,91,7,1,231,0.03,0.0,N,F,1992-12-04,1992-12-27,1992-12-31,NONE,SHIP,check packaging carefully
2851,902,47,2,47,794,0.05,0.08,R,F,1994-03-01,1994-04-06,1994-03-26,DELIVER IN PERSON,RAIL,check packaging carefully
15113,834,14,4,19,353,0.02,0.0,N,F,1992-08-15,1992-08-30,1992-08-26,TAKE BACK RETURN,MAIL,check packaging carefully
7325,499,46,7,5,731,0.03,0.06,R,O,1995-12-29,1996-02-13,1996-01-20,NONE,RAIL,customer compliant regarding quality
4909,250,48,5,38,483,0.1,0.02,R,F,1993-11-13,1993-12-07,1993-11-30,DELIVER IN PERSON,TRUCK,fragile items inside
19177,1934,71,1,23,365,0.01,0.0,R,F,1994-10-12,1994-11-12,1994-11-01,COLLECT COD,AIR,regular customer request
14291,461,65,2,41,79,0.02,0.08,N,O,1998-12-28,1999-02-04,1999-01-08,COLLECT COD,RAIL,delayed by supplier
5588,1642,55,7,40,87,0.02,0.06,A,O,1993-09-06,1993-09-30,1993-09-22,DELIVER IN PERSON,AIR,regular customer request
16186,552,59,5,36,10,0.05,0.08,R,O,1997-03-22,1997-04-15,1997-03-24,COLLECT COD,RAIL,fragile items inside
2651,1064,94,5,24,75,0.05,0.04,N,O,1996-04-24,1996-06-12,1996-05-02,NONE,TRUCK,fragile items inside
10033,206,37,6,45,785,0.02,0.01,A,F,1994-07-10,1994-08-06,1994-07-24,DELIVER IN PERSON,TRUCK,fragile items inside
207,974,61,4,46,816,0.03,0.01,A,F,1995-03-22,1995-04-04,1995-03-26,DELIVER IN PERSON,AIR,fragile items inside
12404,845,26,3,7,621,0.0,0.04,R,O,1992-01-04,1992-02-22,1992-01-29,TAKE BACK RETURN,RAIL,regular customer request
3432,714,68,5,32,281,0.02,0.04,R,F,1993-01-17,1993-02-04,1993-01-20,TAKE BACK RETURN,RAIL,regular customer request
2291,1870,56,1,22,473,0.0,0.04,A,O,1997-10-30,1997-12-25,1997-10-31,COLLECT COD,MAIL,urgent delivery needed
11496,1907,69,5,1,715,0.05,0.06,N,O,1998-06-27,1998-08-19,1998-07-17,DELIVER IN PERSON,FOB,fragile items inside
8970,1504,3,3,45,154,0.01,0.04,N,F,1992-08-30,1992-09-19,1992-09-27,DELIVER IN PERSON,AIR,customer compliant regarding quality
7389,206,40,6,42,651,0.0,0.01,A,O,1996-06-02,1996-06-29,1996-06-25,NONE,FOB,urgent delivery needed
10419,913,93,6,43,797,0.02,0.02,A,O,1994-07-29,1994-09-02,1994-08-04,COLLECT COD,SHIP,check packaging carefully
18457,1594,13,1,6,105,0.01,0.01,N,F,1994-04-01,1994-05-19,1994-04-22,NONE,FOB,check packaging carefully
3169,1533,52,7,4,132,0.0,0.08,N,F,1997-01-30,1997-02-18,1997-02-01,NONE,SHIP,regular customer request
12096,1597,79,1,44,872,0.0,0.02,N,F,1997-05-11,1997-07-07,1997-06-03,COLLECT COD,FOB,delayed by supplier
6899,1019,77,4,17,994,0.02,0.01,A,F,1994-09-16,1994-10-24,1994-09-17,COLLECT COD,MAIL,urgent delivery needed
247,620,85,6,39,608,0.05,0.0,N,F,1994-01-15,1994-03-15,1994-01-21,COLLECT COD,MAIL,customer compliant regarding quality
7125,876,94,7,32,535,0.1,0.04,R,O,1996-02-14,1996-03-09,1996-03-10,TAKE BACK RETURN,FOB,check packaging carefully
11988,750,97,3,11,892,0.05,0.04,N,F,1994-05-17,1994-06-19,1994-06-03,COLLECT COD,AIR,fragile items inside
3837,1391,94,3,27,129,0.04,0.0,R,O,1997-11-22,1997-12-02,1997-12-19,NONE,RAIL,urgent delivery needed
19905,883,56,2,26,954,0.01,0.06,A,F,1997-09-30,1997-10-19,1997-10-21,COLLECT COD,RAIL,fragile items inside
17632,70,9,2,47,361,0.02,0.08,R,F,1993-02-19,1993-03-01,1993-02-21,TAKE BACK RETURN,AIR,delayed by supplier
17000,618,41,1,18,179,0.02,0.06,A,F,1992-11-19,1992-12-03,1992-12-07,DELIVER IN PERSON,AIR,urgent delivery needed
19409,1286,71,3,20,299,0.03,0.0,A,F,1993-05-29,1993-07-06,1993-06-24,NONE,SHIP,customer compliant regarding quality
17282,1556,27,6,4,981,0.04,0.0,N,O,1996-09-01,1996-10-11,1996-09-21,COLLECT COD,MAIL,regular customer request
12926,553,79,7,37,522,0.1,0.0,N,O,1992-05-29,1992-07-12,1992-05-31,COLLECT COD,RAIL,fragile items inside
1443,1681,9,4,36,794,0.01,0.06,R,F,1998-03-06,1998-05-02,1998-03-30,DELIVER IN PERSON,AIR,check packaging carefully
7227,1407,86,5,39,756,0.1,0.04,A,O,1994-03-18,1994-04-26,1994-03-24,TAKE BACK RETURN,TRUCK,delayed by supplier
2502,1348,9,1,9,259,0.04,0.06,N,O,1992-01-10,1992-01-25,1992-01-21,COLLECT COD,MAIL,check packaging carefully
2209,1694,83,3,49,423,0.01,0.0,A,F,1996-09-21,1996-10-30,1996-10-06,TAKE BACK RETURN,REG AIR,customer compliant regarding quality
1465,423,92,6,3,758,0.04,0.04,A,O,1994-10-16,1994-11-01,1994-10-22,NONE,TRUCK,fragile items inside
12925,423,54,3,18,117,0.03,0.02,A,O,1994-12-25,1995-01-11,1995-01-08,TAKE BACK RETURN,REG AIR,urgent delivery needed
8783,230,98,5,49,984,0.1,0.06,A,F,1997-10-18,1997-12-14,1997-10-27,TAKE BACK RETURN,MAIL,urgent delivery needed
6268,903,60,2,3,427,0.02,0.04,R,O,1998-06-13,1998-07-25,1998-06-26,DELIVER IN PERSON,AIR,urgent delivery needed
15566,1947,8,4,8,161,0.01,0.08,N,O,1996-08-13,1996-10-10,1996-08-29,TAKE BACK RETURN,REG AIR,check packaging carefully
5688,425,75,1,44,884,0.03,0.08,N,F,1992-07-01,1992-07-11,1992-07-30,COLLECT COD,RAIL,urgent delivery needed
11301,317,94,3,39,531,0.03,0.04,A,F,1993-11-14,1993-12-04,1993-11-23,NONE,MAIL,urgent delivery needed
18080,279,44,1,24,453,0.03,0.01,R,F,1997-01-28,1997-03-27,1997-02-18,DELIVER IN PERSON,AIR,regular customer request
6305,1886,97,6,37,815,0.04,0.06,N,F,1993-09-12,1993-10-12,1993-10-03,TAKE BACK RETURN,REG AIR,check packaging carefully
6085,228,70,6,29,494,0.1,0.01,N,O,1997-04-25,1997-06-08,1997-05-08,DELIVER IN PERSON,TRUCK,check packaging carefully
19952,898,56,4,41,261,0.0,0.04,N,O,1996-10-09,1996-10-29,1996-10-25,TAKE BACK RETURN,RAIL,check packaging carefully
5647,835,88,6,38,858,0.1,0.08,R,F,1993-04-25,1993-05-15,1993-05-23,NONE,AIR,delayed by supplier
9705,1257,42,5,8,989,0.05,0.06,N,O,1995-12-06,1996-01-24,1996-01-04,TAKE BACK RETURN,TRUCK,regular customer request
10442,1007,77,4,14,264,0.02,0.02,N,O,1995-02-07,1995-04-07,1995-02-19,NONE,TRUCK,delayed by supplier
2926,494,4,1,49,553,0.04,0.08,N,O,1997-12-26,1998-02-01,1998-01-06,COLLECT COD,SHIP,check packaging carefully
18517,478,25,1,42,569,0.0,0.01,N,O,1998-07-02,1998-07-30,1998-07-04,TAKE BACK RETURN,AIR,urgent delivery needed
8406,1830,9,6,18,376,0.05,0.04,R,F,1992-01-11,1992-02-12,1992-02-02,DELIVER IN PERSON,AIR,urgent delivery needed
3879,1118,21,3,20,591,0.05,0.06,R,O,1996-11-24,1997-01-08,1996-12-11,DELIVER IN PERSON,REG AIR,delayed by supplier
3780,1345,43,3,25,646,0.05,0.01,A,O,1995-07-31,1995-09-08,1995-08-11,DELIVER IN PERSON,MAIL,urgent delivery needed
1105,969,26,2,12,59,0.01,0.02,R,F,1996-09-13,1996-10-22,1996-09-30,TAKE BACK RETURN,REG AIR,check packaging carefully
8959,482,56,5,24,229,0.04,0.0,R,F,1992-09-25,1992-10-12,1992-10-08,TAKE BACK RETURN,REG AIR,customer compliant regarding quality
16593,444,99,4,26,806,0.02,0.01,N,F,1996-06-06,1996-07-30,1996-06-24,DELIVER IN PERSON,AIR,check packaging carefully
940,1269,93,3,38,283,0.01,0.08,N,F,1994-11-03,1994-11-23,1994-11-18,DELIVER IN PERSON,RAIL,delayed by supplier
17948,946,87,3,27,412,0.01,0.04,N,O,1993-07-03,1993-08-16,1993-07-17,TAKE BACK RETURN,RAIL,urgent delivery needed
4127,733,50,5,47,820,0.02,0.02,R,F,1995-06-18,1995-08-15,1995-06-29,COLLECT COD,AIR,customer compliant regarding quality
17456,1430,87,3,35,51,0.04,0.08,A,O,1998-03-25,1998-04-17,1998-03-27,TAKE BACK RETURN,REG AIR,regular customer request
1455,495,64,3,47,35,0.01,0.04,A,O,1993-07-27,1993-08-24,1993-07-31,NONE,TRUCK,customer compliant regarding quality
14015,1507,72,7,31,442,0.02,0.04,R,F,1996-06-13,1996-07-04,1996-06-26,DELIVER IN PERSON,RAIL,customer compliant regarding quality
4734,357,44,1,45,161,0.03,0.0,R,F,1992-06-10,1992-06-22,1992-06-11,NONE,TRUCK,delayed by supplier
16117,1694,86,2,23,910,0.02,0.01,A,O,1993-10-27,1993-11-10,1993-11-04,TAKE BACK RETURN,RAIL,check packaging carefully
10846,1704,78,5,25,103,0.02,0.08,R,O,1992-04-06,1992-05-22,1992-04-22,COLLECT COD,REG AIR,customer compliant regarding quality
897,528,46,7,32,649,0.03,0.02,R,O,1992-04-13,1992-05-16,1992-05-07,NONE,TRUCK,fragile items inside
14964,1933,95,3,30,832,0.03,0.04,N,O,1994-09-15,1994-10-27,1994-10-03,NONE,FOB,urgent delivery needed
19041,1018,66,1,13,995,0.05,0.01,A,F,1992-09-01,1992-09-27,1992-09-09,NONE,TRUCK,urgent delivery needed
9838,250,85,2,30,522,0.1,0.02,R,F,1993-04-24,1993-06-17,1993-05-13,TAKE BACK RETURN,RAIL,fragile items inside
17107,318,3,5,43,324,0.02,0.02,N,O,1997-12-31,1998-02-20,1998-01-14,COLLECT COD,MAIL,check packaging carefully
15937,1121,61,5,6,508,0.01,0.0,A,F,1992-01-20,1992-03-18,1992-02-03,DELIVER IN PERSON,FOB,urgent delivery needed
17436,184,31,4,31,224,0.1,0.04,R,O,1996-12-23,1997-01-06,1996-12-25,COLLECT COD,SHIP,regular customer request
5743,588,64,4,18,442,0.04,0.04,N,F,1997-05-26,1997-06-24,1997-06-16,NONE,AIR,regular customer request
12910,86,2,6,20,199,0.03,0.02,N,F,1996-01-15,1996-01-31,1996-01-18,DELIVER IN PERSON,FOB,fragile items inside
18446,1791,84,3,29,646,0.0,0.08,N,O,1992-10-07,1992-10-28,1992-11-01,TAKE BACK RETURN,SHIP,delayed by supplier
11037,701,94,7,1,329,0.1,0.06,R,F,1997-11-11,1997-12-02,1997-11-27,NONE,AIR,fragile items inside
7726,22,56,7,45,694,0.04,0.0,A,F,1997-04-17,1997-06-12,1997-04-21,COLLECT COD,MAIL,regular customer request
8633,1148,47,4,36,55,0.01,0.01,R,O,1995-08-21,1995-09-10,1995-08-30,DELIVER IN PERSON,REG AIR,delayed by supplier
1999,586,95,7,16,767,0.01,0.08,R,F,1993-01-10,1993-03-02,1993-01-12,NONE,SHIP,check packaging carefully
11357,387,75,1,4,552,0.1,0.02,N,O,1992-12-15,1993-01-13,1992-12-18,COLLECT COD,AIR,regular customer request
5730,187,80,1,29,982,0.03,0.0,R,F,1995-08-23,1995-09-04,1995-09-16,COLLECT COD,RAIL,urgent delivery needed
10947,42,42,2,2,579,0.1,0.08,A,F,1993-07-02,1993-07-25,1993-07-07,DELIVER IN PERSON,TRUCK,customer compliant regarding quality
15414,257,20,6,1,645,0.03,0.08,N,O,1993-11-09,1993-11-21,1993-11-10,TAKE BACK RETURN,AIR,urgent delivery needed
14497,1885,85,5,15,62,0.03,0.02,N,F,1997-09-13,1997-11-10,1997-10-11,DELIVER IN PERSON,FOB,fragile items inside
2618,1511,72,3,32,95,0.04,0.02,N,O,1997-04-11,1997-05-23,1997-04-26,DELIVER IN PERSON,MAIL,urgent delivery needed
